time,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,weather_main
2019-01-01 00:00:00,284.4709825112189,1025.9250139191747,63.14311047010931,3.9660115268941967,286.3683840998924,0.0014126487001124065,12.132358372638256,clear
2019-01-01 01:00:00,283.49868870685793,1026.5986282283454,60.22184411379424,3.1833268485949633,236.06547062302909,0.0,3.88469558022017,clear
2019-01-01 02:00:00,282.9390112388096,1027.1152349545278,67.68002854908391,3.6493743260312823,158.74367403200492,0.0,0.0,clear
2019-01-01 03:00:00,282.60615669294725,1027.235538439405,75.9318305736704,3.6050229657985726,169.19062498849343,0.0,0.15750241854281993,clear
2019-01-01 04:00:00,281.9083115567632,1027.9130394990705,71.51522984602182,4.19955164030234,212.0818136338168,0.0,4.254460232626682,clear
2019-01-01 05:00:00,281.7480912895227,1028.1008392251274,63.230307297883535,3.6742474956793933,184.17379871670468,0.0,2.1584070672320603,clear
2019-01-01 06:00:00,280.8204242590583,1028.2323258422566,71.46363381098179,2.6120057052626953,123.97124257025052,0.0014073164398525466,0.0,clear
2019-01-01 07:00:00,280.37381467560186,1028.2601015164785,67.81060893651558,2.4152764659308947,158.31730723010176,0.0,3.69411326282267,clear
2019-01-01 08:00:00,279.8485617609292,1028.5580411153082,66.96542181255415,3.6081844420846347,199.63120272294222,0.0002143248992284262,0.0,clear
2019-01-01 09:00:00,279.98191344343167,1029.4292228364714,81.92793509736917,2.3942480606441627,195.83646221155496,0.0013654278815562117,12.218182441074026,clear
2019-01-01 10:00:00,280.23317110060407,1029.9239973666197,70.61182756478145,3.1759051981313697,131.22580701595987,0.0,8.271065868689655,clear
2019-01-01 11:00:00,282.3432559160945,1030.053423773317,63.453068988774696,4.793153280606784,192.33367523030128,0.0,0.0,clear
2019-01-01 12:00:00,283.9369237839712,1030.1207982837727,58.658452001747065,5.11972246697888,267.5602032244157,0.0,4.289325733856846,clear
2019-01-01 13:00:00,285.0516068468595,1030.0658832978936,53.79099705619857,6.431743389130646,270.917587239546,0.0019494936429659136,12.325580854537984,clear
2019-01-01 14:00:00,285.73688577702495,1028.7522302660836,49.84485799943613,5.817377384285206,188.08208053794172,0.0,4.04126032826229,clear
2019-01-01 15:00:00,286.6782317006574,1026.8871332681479,45.759820786622896,6.858405348485057,260.96284011830613,0.001873738200337511,3.5483187242175234,clear
2019-01-01 16:00:00,287.09824287101486,1026.8000713098813,48.94959171809461,5.367059706695315,190.198710364709,0.17584830999100934,22.709112525500476,clear
2019-01-01 17:00:00,286.77907153566423,1026.7444046345915,54.92146026025103,4.813680754154816,215.11474197298406,0.06613643804511121,30.316105154570355,clear
2019-01-01 18:00:00,286.3841388795419,1026.392161594023,57.68209429807133,6.221332987750823,204.6070206285395,0.1799789775333411,18.969432199905004,clear
2019-01-01 19:00:00,285.54535262872565,1027.6406219665523,62.23443611500657,5.6364875819527125,246.17166685403458,0.18013265238405318,30.50129100183208,clear
2019-01-01 20:00:00,284.9970206598375,1027.8646516252802,64.06870041579576,5.0076871616562375,206.13517540410658,0.059661715237508336,29.225379769182773,clear
2019-01-01 21:00:00,284.64549316856255,1027.9955476670298,67.58819969453168,4.946744885969259,202.42127079916725,0.05898247221646747,30.138555543466726,clear
2019-01-01 22:00:00,283.72278763705106,1028.6399250597672,67.63677791681764,5.405378220218278,216.0671150685558,0.06061633004137344,19.17697977307597,clear
2019-01-01 23:00:00,284.12003163107846,1028.470654978717,70.53345792327097,4.576571689987792,239.35745234927074,0.06245378208833782,14.766398843197681,clear
2019-01-02 00:00:00,284.0771067432428,1028.8160235625753,70.28418674895151,4.524723002361133,165.97100252549555,0.18142598464516232,18.626000738157774,clear
2019-01-02 01:00:00,282.9387377734659,1028.7897775176941,74.5713334405502,3.1836769721115603,186.90265698311467,0.06148110640314174,14.99560553060874,clear
2019-01-02 02:00:00,282.86934268251963,1028.1802991044221,73.84235018353462,4.53444798510765,150.19248677205744,0.06420712540654507,22.304028231040316,clear
2019-01-02 03:00:00,283.0094201982916,1028.6012613377625,77.41022175198188,4.17613022569498,214.29364434641352,0.06459438350321801,18.175042994627205,clear
2019-01-02 04:00:00,281.8344941934159,1028.3048976566026,82.39493794967439,3.0615868631516037,153.6023042766062,0.10041706871053521,6.964088383277879,clear
2019-01-02 05:00:00,281.93712064430287,1028.4222941946489,76.09563516805292,2.8331558664617553,163.95975685565165,0.0006666602445868698,4.415389410714638,clear
2019-01-02 06:00:00,281.97796134275995,1027.8011002332119,74.69734487450003,3.4065379869495778,165.76349533117107,0.0,15.343666625166106,clear
2019-01-02 07:00:00,281.78462239270834,1027.8510256515815,74.22976134641931,3.010768274921655,159.940836229979,0.05974846431041623,14.97115788482575,clear
2019-01-02 08:00:00,282.0742432074889,1028.248629686228,74.3759595864547,1.9570222017179155,217.61182541711796,0.061871944192179736,23.47837271689219,clear
2019-01-02 09:00:00,281.5091708337314,1028.8475403235338,73.67809459308329,3.0334375716480784,158.10396090610274,0.05968544308586433,22.894271378156866,clear
2019-01-02 10:00:00,282.2232649375185,1029.8398525589116,75.26482455042267,2.6222406487041985,97.34621522941953,0.059439920285844494,23.281288247322994,clear
2019-01-02 11:00:00,282.67565134339895,1030.5345188618528,76.12069967174332,4.167916774169341,147.55638595136284,0.06246810674922559,22.942036598404602,clear
2019-01-02 12:00:00,285.4112533704644,1030.005892822143,72.41644107802777,4.6025099130771085,211.67227095961252,0.1826213553995804,22.77342778301713,clear
2019-01-02 13:00:00,286.30185027026096,1029.7163725451742,65.64412593318973,3.987764927686207,157.01489862594278,0.05747034979009189,23.16044281510924,clear
2019-01-02 14:00:00,287.1562683563793,1029.4995043113547,64.39672596719443,4.61588149071924,198.82357337887584,0.059215957867328,33.57559310676426,clear
2019-01-02 15:00:00,287.95226325834614,1028.2458991403691,62.12253290068534,3.5966856967764893,190.05075093768642,0.0,29.78263150903709,clouds
2019-01-02 16:00:00,288.94084647691255,1028.0178908651,59.41361547239773,3.836480393837633,200.74475283914077,0.0,15.994714628150614,clouds
