time,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,weather_main,total load actual
2019-01-01 00:00:00,284.4709825112189,1025.9250139191747,63.14311047010931,3.9660115268941967,286.3683840998924,0.0014126487001124,12.132358372638256,clear,25619.13005523631
2019-01-01 01:00:00,283.49868870685793,1026.5986282283454,60.22184411379424,3.1833268485949637,236.06547062302909,0.0,3.88469558022017,clear,23961.621939965986
2019-01-01 02:00:00,282.9390112388096,1027.1152349545278,67.68002854908391,3.6493743260312814,158.74367403200492,0.0,0.0,clear,23237.364549489677
2019-01-01 03:00:00,282.60615669294725,1027.235538439405,75.9318305736704,3.6050229657985726,169.19062498849345,0.0,0.1575024185428199,clear,23212.04791935838
2019-01-01 04:00:00,281.9083115567632,1027.9130394990705,71.51522984602182,4.19955164030234,212.0818136338168,0.0,4.254460232626682,clear,23483.135570905797
2019-01-01 05:00:00,281.7480912895227,1028.1008392251274,63.230307297883535,3.674247495679393,184.17379871670468,0.0,2.1584070672320603,clear,25742.409374311985
2019-01-01 06:00:00,280.8204242590583,1028.2323258422566,71.46363381098179,2.6120057052626957,123.97124257025052,0.0014073164398525,0.0,clear,29715.35607559984
2019-01-01 07:00:00,280.37381467560186,1028.2601015164785,67.81060893651558,2.4152764659308947,158.31730723010176,0.0,3.69411326282267,clear,32152.171277271937
2019-01-01 08:00:00,279.8485617609292,1028.5580411153082,66.96542181255415,3.6081844420846343,199.63120272294225,0.0002143248992284,0.0,clear,33385.69215279103
2019-01-01 09:00:00,279.98191344343167,1029.4292228364714,81.92793509736917,2.3942480606441627,195.83646221155496,0.0013654278815562,12.218182441074026,clear,34021.28040250881
2019-01-01 10:00:00,280.23317110060407,1029.9239973666197,70.61182756478145,3.1759051981313697,131.22580701595987,0.0,8.271065868689655,clear,34259.37502583495
2019-01-01 11:00:00,282.3432559160945,1030.053423773317,63.453068988774696,4.793153280606784,192.33367523030128,0.0,0.0,clear,33695.632462562055
2019-01-01 12:00:00,283.9369237839712,1030.1207982837727,58.658452001747065,5.11972246697888,267.5602032244157,0.0,4.289325733856846,clear,33543.28925033036
2019-01-01 13:00:00,285.0516068468595,1030.0658832978936,53.79099705619857,6.431743389130646,270.917587239546,0.0019494936429659,12.325580854537984,clear,32623.602471356367
2019-01-01 14:00:00,285.7368857770249,1028.7522302660836,49.84485799943613,5.817377384285206,188.0820805379417,0.0,4.04126032826229,clear,32363.256354336143
2019-01-01 15:00:00,286.6782317006574,1026.887133268148,45.759820786622896,6.858405348485057,260.96284011830613,0.0018737382003375,3.548318724217524,clear,31903.738151989062
2019-01-01 16:00:00,287.09824287101486,1026.800071309881,48.94959171809461,5.367059706695315,190.198710364709,0.1758483099910093,22.70911252550048,clear,32336.337926326963
2019-01-01 17:00:00,286.77907153566423,1026.7444046345915,54.92146026025103,4.813680754154816,215.1147419729841,0.0661364380451112,30.316105154570355,clear,33369.23459776421
2019-01-01 18:00:00,286.3841388795419,1026.392161594023,57.68209429807133,6.221332987750823,204.6070206285395,0.1799789775333411,18.969432199905004,clear,34856.225339887125
2019-01-01 19:00:00,285.54535262872565,1027.6406219665523,62.23443611500657,5.6364875819527125,246.17166685403456,0.1801326523840531,30.50129100183208,clear,35359.32903075985
2019-01-01 20:00:00,284.9970206598375,1027.8646516252802,64.06870041579576,5.0076871616562375,206.13517540410655,0.0596617152375083,29.225379769182773,clear,34560.939358502066
2019-01-01 21:00:00,284.6454931685625,1027.9955476670298,67.58819969453168,4.946744885969259,202.42127079916725,0.0589824722164674,30.13855554346673,clear,32584.073748786588
2019-01-01 22:00:00,283.72278763705106,1028.6399250597672,67.63677791681764,5.405378220218278,216.0671150685558,0.0606163300413734,19.17697977307597,clear,29323.516377794745
2019-01-01 23:00:00,284.12003163107846,1028.470654978717,70.53345792327097,4.576571689987792,239.35745234927077,0.0624537820883378,14.76639884319768,clear,27218.10610544991
2019-01-02 00:00:00,284.0771067432428,1028.8160235625753,70.28418674895151,4.524723002361133,165.97100252549555,0.1814259846451623,18.62600073815777,clear,25208.117956381688
2019-01-02 01:00:00,282.9387377734659,1028.789777517694,74.5713334405502,3.1836769721115603,186.90265698311467,0.0614811064031417,14.99560553060874,clear,23579.060703313586
2019-01-02 02:00:00,282.86934268251963,1028.180299104422,73.84235018353462,4.53444798510765,150.19248677205744,0.064207125406545,22.30402823104032,clear,23702.888105178223
2019-01-02 03:00:00,283.0094201982916,1028.6012613377625,77.41022175198188,4.17613022569498,214.29364434641352,0.064594383503218,18.175042994627205,clear,23549.684517834172
2019-01-02 04:00:00,281.8344941934159,1028.3048976566026,82.39493794967439,3.061586863151604,153.6023042766062,0.1004170687105352,6.964088383277879,clear,23487.45847605917
2019-01-02 05:00:00,281.93712064430287,1028.4222941946489,76.09563516805292,2.8331558664617558,163.95975685565165,0.0006666602445868,4.415389410714638,clear,26308.851759048135
2019-01-02 06:00:00,281.97796134275995,1027.801100233212,74.69734487450003,3.4065379869495778,165.76349533117107,0.0,15.343666625166106,clear,29943.432206329988
2019-01-02 07:00:00,281.78462239270834,1027.8510256515815,74.22976134641931,3.010768274921655,159.940836229979,0.0597484643104162,14.97115788482575,clear,32653.908537721054
2019-01-02 08:00:00,282.0742432074889,1028.248629686228,74.3759595864547,1.9570222017179155,217.611825417118,0.0618719441921797,23.47837271689219,clear,34277.65468796838
2019-01-02 09:00:00,281.5091708337314,1028.8475403235338,73.67809459308329,3.0334375716480784,158.10396090610274,0.0596854430858643,22.894271378156866,clear,34555.105138571416
2019-01-02 10:00:00,282.2232649375185,1029.8398525589116,75.26482455042267,2.6222406487041985,97.34621522941951,0.0594399202858444,23.281288247322998,clear,34514.81774679083
2019-01-02 11:00:00,282.6756513433989,1030.5345188618528,76.12069967174332,4.167916774169341,147.55638595136284,0.0624681067492255,22.9420365984046,clear,34145.99374732432
2019-01-02 12:00:00,285.4112533704644,1030.005892822143,72.41644107802777,4.6025099130771085,211.6722709596125,0.1826213553995804,22.77342778301713,clear,33976.829545290704
